case_index,sweep,label,seed,interval_days,start_policy,profit_trigger,dd_trigger,min_days,dd,frozen_floor,cost,withdraw_chunk,withdraw_step,seat_cap,split,n_book_windows,horizon_years,book_start_first,book_start_last,overlapping_windows,in_sample,cash_p10,cash_median,withdrawable_p10,withdrawable_median,payout_received_median,realized_p10,realized_median,cashout_p10,cashout_median,cashout_below_water_rate,mark_p10,mark_median,mark_below_water_rate,ruin_rate,wipeout_rate,shock_5plus_rate,full_collapse_5plus_rate,worst_cluster,worst_wipe,seats_bought_median,live_seats_median,dd_same_price_diagnostic,simulator_sha256
100,dd_same_price,"DD $1,500; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,1500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,2080.000000,16600.000000,377.090000,6842.925000,18700.000000,-920.000000,13600.000000,-613.590000,24298.850000,0.166667,1677.365000,31352.050000,0.055556,0.000000,0.777778,0.111111,0.000000,6,2,25.000000,8.000000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
101,dd_same_price,"DD $2,000; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,2000.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,540.000000,20200.000000,0.000000,10746.100000,22200.000000,-2460.000000,17200.000000,-2460.000000,31074.575000,0.222222,-813.320000,47698.550000,0.166667,0.055556,0.500000,0.444444,0.000000,6,2,25.000000,11.500000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
102,dd_same_price,"DD $2,500; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3220.000000,24000.000000,0.000000,12805.500000,25800.000000,220.000000,21000.000000,220.000000,38768.600000,0.111111,5600.655000,62638.075000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
103,dd_same_price,"DD $3,000; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,3000.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,2000.000000,22600.000000,0.000000,11319.000000,24300.000000,-1000.000000,19600.000000,-860.000000,36458.725000,0.222222,5926.040000,69300.300000,0.055556,0.000000,0.000000,0.222222,0.000000,8,0,24.000000,18.000000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
104,dd_same_price,"DD $4,000; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,4000.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,0.000000,17900.000000,0.000000,7510.900000,19000.000000,-3000.000000,14900.000000,-3000.000000,31610.900000,0.444444,-1279.985000,83249.850000,0.166667,0.000000,0.000000,0.444444,0.000000,10,0,20.500000,16.500000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
105,dd_same_price,"DD $5,000; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,5000.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,0.000000,10800.000000,0.000000,3930.800000,11800.000000,-3000.000000,7800.000000,-3000.000000,20417.075000,0.388889,28934.555000,90575.325000,0.055556,0.000000,0.000000,0.111111,0.000000,9,0,20.000000,20.000000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
106,dd_same_price,"DD $6,500; seed $3,000",3000.000000,30,time,1000.000000,400.000000,1,6500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,0.000000,4100.000000,0.000000,1052.500000,4900.000000,-3000.000000,1100.000000,-3000.000000,6593.925000,0.500000,28934.555000,87058.575000,0.055556,0.000000,0.000000,0.111111,0.000000,10,0,19.000000,15.500000,True,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
107,seat_cap,cap 1; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,1,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3600.000000,6200.000000,131.005000,2652.375000,3600.000000,600.000000,3200.000000,792.995000,6958.725000,0.000000,3112.710000,9558.725000,0.000000,0.000000,0.500000,0.000000,0.000000,1,1,1.500000,1.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
108,seat_cap,cap 2; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,2,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3740.000000,8800.000000,131.005000,4977.900000,6500.000000,740.000000,5800.000000,984.620000,12422.675000,0.000000,5278.135000,17622.675000,0.000000,0.000000,0.111111,0.000000,0.000000,2,2,3.000000,2.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
109,seat_cap,cap 3; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,3,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3800.000000,10800.000000,48.615000,6850.825000,8700.000000,800.000000,7800.000000,988.475000,16794.775000,0.000000,5393.865000,24594.775000,0.000000,0.000000,0.111111,0.000000,0.000000,3,3,4.500000,3.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
110,seat_cap,cap 5; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,5,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3880.000000,14400.000000,48.615000,9235.800000,12700.000000,880.000000,11400.000000,955.045000,24336.675000,0.000000,6098.715000,37336.675000,0.000000,0.000000,0.111111,0.000000,0.000000,4,1,8.500000,5.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
111,seat_cap,cap 8; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,8,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3640.000000,20300.000000,0.000000,11455.175000,19200.000000,640.000000,17300.000000,640.000000,35256.850000,0.111111,6176.350000,51828.700000,0.055556,0.000000,0.166667,0.055556,0.000000,5,1,12.500000,8.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
112,seat_cap,cap 10; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,10,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3360.000000,23400.000000,0.000000,12483.300000,22700.000000,360.000000,20400.000000,360.000000,36920.150000,0.111111,5956.350000,56419.300000,0.055556,0.000000,0.166667,0.111111,0.000000,6,1,16.000000,10.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
113,seat_cap,cap 15; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,15,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3220.000000,24100.000000,0.000000,12805.500000,25400.000000,220.000000,21100.000000,220.000000,38562.575000,0.111111,5600.655000,62264.825000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,20.500000,15.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
114,seat_cap,cap 20; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3220.000000,24000.000000,0.000000,12805.500000,25800.000000,220.000000,21000.000000,220.000000,38768.600000,0.111111,5600.655000,62638.075000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
115,seat_cap,cap 25; every 30d,3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,25,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3220.000000,23800.000000,0.000000,12805.500000,25800.000000,220.000000,20800.000000,220.000000,38568.600000,0.111111,5600.655000,62638.075000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
116,seat_cap,cap 1; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,1,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3600.000000,6200.000000,131.005000,2652.375000,3600.000000,600.000000,3200.000000,792.995000,6958.725000,0.000000,3112.710000,9558.725000,0.000000,0.000000,0.500000,0.000000,0.000000,1,1,1.500000,1.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
117,seat_cap,cap 2; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,2,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3400.000000,8200.000000,0.000000,4150.650000,5800.000000,400.000000,5200.000000,540.000000,11093.450000,0.000000,2858.135000,16293.450000,0.000000,0.000000,0.166667,0.000000,0.000000,2,2,3.000000,2.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
118,seat_cap,cap 3; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,3,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3620.000000,10100.000000,0.000000,5485.300000,7900.000000,620.000000,7100.000000,654.440000,15143.000000,0.000000,3437.265000,22943.000000,0.000000,0.000000,0.166667,0.000000,0.000000,3,3,4.500000,3.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
119,seat_cap,cap 5; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,5,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3340.000000,14600.000000,0.000000,7497.175000,12800.000000,340.000000,11600.000000,340.000000,23393.325000,0.055556,3437.265000,33793.325000,0.000000,0.000000,0.166667,0.000000,0.000000,4,1,8.000000,5.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
120,seat_cap,cap 8; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,8,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16300.000000,207.410000,8422.550000,15900.000000,80.000000,13300.000000,287.410000,24505.300000,0.111111,3608.800000,38805.300000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,13.000000,8.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
121,seat_cap,cap 10; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,10,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16500.000000,207.410000,8735.800000,16400.000000,80.000000,13500.000000,287.410000,25084.375000,0.111111,3608.800000,40295.125000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,15.500000,10.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
122,seat_cap,cap 15; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,15,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16200.000000,207.410000,8735.800000,16600.000000,80.000000,13200.000000,287.410000,25017.975000,0.111111,3608.800000,40668.375000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
123,seat_cap,cap 20; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16200.000000,207.410000,8735.800000,16600.000000,80.000000,13200.000000,287.410000,25017.975000,0.111111,3608.800000,40668.375000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
124,seat_cap,cap 25; every 45d,3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,25,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16200.000000,207.410000,8735.800000,16600.000000,80.000000,13200.000000,287.410000,25017.975000,0.111111,3608.800000,40668.375000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
125,payout_split,"80%; seed $2,000; 30d",2000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,136.000000,17520.000000,0.000000,10244.400000,20320.000000,-1864.000000,15520.000000,-1864.000000,29636.020000,0.222222,653.984000,49110.460000,0.111111,0.111111,0.333333,0.111111,0.000000,6,2,23.500000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
126,payout_split,"90%; seed $2,000; 30d",2000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,308.000000,20060.000000,0.000000,11524.950000,22860.000000,-1692.000000,18060.000000,-1692.000000,33940.522500,0.166667,1193.232000,55874.267500,0.111111,0.111111,0.333333,0.111111,0.000000,6,2,23.500000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
127,payout_split,"100%; seed $2,000; 30d",2000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,420.000000,23000.000000,0.000000,12805.500000,25800.000000,-1580.000000,21000.000000,-1580.000000,38768.600000,0.166667,1672.480000,62638.075000,0.111111,0.111111,0.333333,0.111111,0.000000,6,2,23.500000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
128,payout_split,"80%; seed $2,000; 45d",2000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,1464.000000,11880.000000,137.704000,6988.640000,13280.000000,-536.000000,9880.000000,-398.296000,19334.380000,0.166667,2318.816000,31854.700000,0.055556,0.000000,0.333333,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
129,payout_split,"90%; seed $2,000; 45d",2000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,1782.000000,13540.000000,154.917000,7862.220000,14940.000000,-218.000000,11540.000000,-63.083000,22176.177500,0.111111,3016.168000,36261.537500,0.055556,0.000000,0.333333,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
130,payout_split,"100%; seed $2,000; 45d",2000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,2100.000000,15200.000000,172.130000,8735.800000,16600.000000,100.000000,13200.000000,272.130000,25017.975000,0.111111,3713.520000,40668.375000,0.055556,0.000000,0.333333,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
131,payout_split,"80%; seed $2,000; 60d",2000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,1704.000000,10680.000000,137.704000,5952.600000,11280.000000,-296.000000,8680.000000,-296.000000,16485.820000,0.166667,2283.104000,27797.940000,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
132,payout_split,"90%; seed $2,000; 60d",2000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,1992.000000,12090.000000,154.917000,6696.675000,12690.000000,-8.000000,10090.000000,-8.000000,18871.547500,0.111111,2893.492000,31597.682500,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
133,payout_split,"100%; seed $2,000; 60d",2000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,2280.000000,13500.000000,172.130000,7440.750000,14100.000000,280.000000,11500.000000,280.000000,21257.275000,0.111111,3503.880000,35397.425000,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
134,payout_split,"80%; seed $3,000; 30d",3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,2292.000000,18840.000000,0.000000,10244.400000,20640.000000,-708.000000,15840.000000,-708.000000,30054.880000,0.166667,3548.524000,49110.460000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
135,payout_split,"90%; seed $3,000; 30d",3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,2756.000000,21420.000000,0.000000,11524.950000,23220.000000,-244.000000,18420.000000,-244.000000,34411.740000,0.166667,4574.589500,55874.267500,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
136,payout_split,"100%; seed $3,000; 30d",3000.000000,30,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3220.000000,24000.000000,0.000000,12805.500000,25800.000000,220.000000,21000.000000,220.000000,38768.600000,0.111111,5600.655000,62638.075000,0.055556,0.000000,0.277778,0.111111,0.000000,6,1,24.000000,17.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
137,payout_split,"80%; seed $3,000; 45d",3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,2384.000000,12880.000000,165.928000,6988.640000,13280.000000,-616.000000,9880.000000,-450.072000,19334.380000,0.166667,2207.040000,31854.700000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
138,payout_split,"90%; seed $3,000; 45d",3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,2732.000000,14540.000000,186.669000,7862.220000,14940.000000,-268.000000,11540.000000,-81.331000,22176.177500,0.111111,2907.920000,36261.537500,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
139,payout_split,"100%; seed $3,000; 45d",3000.000000,45,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3080.000000,16200.000000,207.410000,8735.800000,16600.000000,80.000000,13200.000000,287.410000,25017.975000,0.111111,3608.800000,40668.375000,0.055556,0.000000,0.222222,0.000000,0.000000,4,1,17.000000,11.000000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
140,payout_split,"80%; seed $3,000; 60d",3000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.800000,18,2.000000,2020-04-01,2024-07-01,True,True,2704.000000,11680.000000,137.704000,5952.600000,11280.000000,-296.000000,8680.000000,-296.000000,16485.820000,0.166667,2283.104000,27797.940000,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
141,payout_split,"90%; seed $3,000; 60d",3000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,0.900000,18,2.000000,2020-04-01,2024-07-01,True,True,2992.000000,13090.000000,154.917000,6696.675000,12690.000000,-8.000000,10090.000000,-8.000000,18871.547500,0.111111,2893.492000,31597.682500,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
142,payout_split,"100%; seed $3,000; 60d",3000.000000,60,time,1000.000000,400.000000,1,2500.000000,100.000000,200.000000,200.000000,400.000000,20,1.000000,18,2.000000,2020-04-01,2024-07-01,True,True,3280.000000,14500.000000,172.130000,7440.750000,14100.000000,280.000000,11500.000000,280.000000,21257.275000,0.111111,3503.880000,35397.425000,0.055556,0.000000,0.444444,0.000000,0.000000,3,1,13.000000,8.500000,False,4dbf14d8ca774c3bc096b838489211273133addf2b49d113730f7d85c77bf4a0
