k,copies,policy,episodes,selection_end,fill_rate_median,fill_rate_p10,offer_coverage_median,cashout_median,cashout_p10,cashout_es10,realized_median,net_payouts_median,ruin_rate,zero_seat_episode_rate,large_shock_episode_rate,worst_death_cluster,replacements_median,first_payout_days_median,initial_capital,cashout_roi_median,test_fill_rate,test_cashout,test_realized,test_net_payouts,test_ruined,test_worst_death_cluster,test_replacements
30,8,max_headroom,5,2023-01-01,0.99863919,0.99830794,1.00000000,16676.13000000,4800.00000000,480.00000000,11640.00000000,17640.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,160.06250000,7000.00000000,2.38230429,0.99862954,150295.08000001,80400.00000000,86400.00000000,False,0,0
30,8,protect_frozen,5,2023-01-01,0.99666579,0.99414754,0.99973849,7939.91500000,-3530.78300000,-4711.04500000,1820.00000000,10620.00000000,0.00000000,0.00000000,0.60000000,8,25.00000000,423.31250000,7000.00000000,1.13427357,0.99862954,115074.01500000,75660.00000000,82260.00000000,False,2,3
30,8,round_robin,5,2023-01-01,0.99834759,0.99782617,1.00000000,9690.46000000,768.37300000,-788.12500000,3400.00000000,12600.00000000,0.00000000,0.00000000,0.00000000,2,17.00000000,236.62500000,7000.00000000,1.38435143,0.99862954,124799.68000000,75520.00000000,83520.00000000,False,2,10
30,8,stable_hash,5,2023-01-01,0.99850959,0.99825364,1.00000000,13018.39000000,2132.92900000,-2032.89500000,5020.00000000,14220.00000000,0.00000000,0.00000000,0.00000000,2,16.00000000,359.66666667,7000.00000000,1.85977000,0.99862954,121054.38000000,76920.00000000,85320.00000000,False,1,12
32,8,least_trades,5,2023-01-01,0.99974147,0.99954060,1.00000000,3928.06000000,-4410.23300000,-6217.05500000,-1700.00000000,6300.00000000,0.00000000,0.00000000,1.00000000,8,8.00000000,349.60416667,7400.00000000,0.53081892,0.99985574,103070.26000000,84880.00000000,92880.00000000,False,8,8
32,8,max_headroom,5,2023-01-01,1.00000000,0.99973968,1.00000000,16156.88000000,3392.00000000,-640.00000000,9440.00000000,15840.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,399.31250000,7400.00000000,2.18336216,0.99985574,155999.24000001,80000.00000000,86400.00000000,False,0,0
32,8,protect_frozen,5,2023-01-01,0.99888305,0.99613441,0.99974147,-3692.03500000,-6341.79100000,-7382.85500000,-4840.00000000,4500.00000000,0.00000000,0.00000000,1.00000000,8,14.00000000,517.15625000,7400.00000000,-0.49892365,0.99985574,112988.30500000,73180.00000000,81180.00000000,False,8,8
32,8,round_robin,5,2023-01-01,1.00000000,0.99973968,1.00000000,8261.29000000,3415.63300000,2685.02500000,1920.00000000,11520.00000000,0.00000000,0.00000000,1.00000000,8,10.00000000,420.95833333,7400.00000000,1.11639054,0.99985574,116514.86000000,73580.00000000,84780.00000000,False,8,24
32,8,stable_hash,5,2023-01-01,0.99980560,0.99962394,1.00000000,12072.89500000,1637.94900000,-1798.77500000,3880.00000000,13680.00000000,0.00000000,0.00000000,0.00000000,2,17.00000000,268.66666667,7400.00000000,1.63147230,0.99985574,115802.05000000,72760.00000000,81360.00000000,False,1,11
35,6,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1750.00000000,-4301.82100000,-5049.12500000,-3960.00000000,5040.00000000,0.00000000,0.00000000,0.00000000,4,12.00000000,389.87500000,8000.00000000,-0.21875000,1.00000000,73487.87000000,47420.00000000,59220.00000000,False,4,24
35,6,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,11557.55000000,2834.32700000,150.54500000,6860.00000000,13860.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,194.91666667,8000.00000000,1.44469375,1.00000000,107680.52000001,56720.00000000,63720.00000000,False,0,0
35,6,protect_frozen,5,2023-01-01,1.00000000,0.99997415,1.00000000,-7323.65000000,-7728.00800000,-7781.93000000,-7880.00000000,720.00000000,0.00000000,0.00000000,0.00000000,4,8.00000000,625.59375000,8000.00000000,-0.91545625,1.00000000,77596.15500000,51300.00000000,62100.00000000,False,2,19
35,6,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-907.15500000,-5148.83500000,-6014.07500000,-4780.00000000,5220.00000000,0.00000000,0.00000000,0.00000000,2,15.00000000,375.77083333,8000.00000000,-0.11339438,1.00000000,74010.35500000,45880.00000000,56880.00000000,False,2,20
35,6,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,1854.54500000,-2642.61100000,-4912.46500000,-1620.00000000,9180.00000000,0.00000000,0.00000000,0.00000000,2,18.00000000,224.18750000,8000.00000000,0.23181812,1.00000000,75791.62500000,46140.00000000,56340.00000000,False,2,16
35,8,least_trades,5,2023-01-01,0.99983656,0.99922723,1.00000000,6388.25000000,-2505.11300000,-5989.35500000,-40.00000000,12240.00000000,0.00000000,0.00000000,0.40000000,7,17.00000000,378.93750000,8000.00000000,0.79853125,0.99990984,123795.01000000,80380.00000000,91980.00000000,False,4,23
35,8,max_headroom,5,2023-01-01,1.00000000,0.99983730,1.00000000,15130.14500000,2983.49300000,-800.84500000,8660.00000000,15660.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,141.89583333,8000.00000000,1.89126812,0.99990984,151409.04500001,79760.00000000,86760.00000000,False,0,0
35,8,protect_frozen,5,2023-01-01,0.99918492,0.99474369,0.99974147,327.65000000,-6230.82800000,-6506.51000000,-5260.00000000,5220.00000000,0.00000000,0.00000000,0.40000000,8,26.00000000,515.60416667,8000.00000000,0.04095625,0.99990984,106241.87000000,69320.00000000,78120.00000000,False,2,9
35,8,round_robin,5,2023-01-01,1.00000000,0.99983730,1.00000000,-342.96000000,-4539.49000000,-6328.46000000,-2300.00000000,7560.00000000,0.00000000,0.00000000,0.00000000,3,15.00000000,224.14583333,8000.00000000,-0.04287000,0.99990984,115617.72000000,70320.00000000,79920.00000000,False,2,13
35,8,stable_hash,5,2023-01-01,1.00000000,0.99983730,1.00000000,7647.82000000,-770.66900000,-3633.19500000,2040.00000000,12240.00000000,0.00000000,0.00000000,0.00000000,2,17.00000000,198.50000000,8000.00000000,0.95597750,0.99990984,114726.02000000,70880.00000000,80280.00000000,False,1,12
40,6,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1797.89000000,-4234.32600000,-5564.99000000,-5560.00000000,6120.00000000,0.00000000,0.00000000,0.00000000,4,15.00000000,414.16666667,9000.00000000,-0.19976556,1.00000000,69374.23000000,45340.00000000,56340.00000000,False,2,15
40,6,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,5320.00000000,-728.00000000,-4760.00000000,5320.00000000,13320.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,225.14583333,9000.00000000,0.59111111,1.00000000,107411.59000001,55000.00000000,63000.00000000,False,0,0
40,6,protect_frozen,5,2023-01-01,1.00000000,0.99992155,1.00000000,-7741.78000000,-8650.71900000,-8998.69500000,-8980.00000000,1620.00000000,0.00000000,0.00000000,0.20000000,5,13.00000000,571.95833333,9000.00000000,-0.86019778,1.00000000,57097.61000000,38420.00000000,50220.00000000,False,2,19
40,6,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,3723.26000000,-544.93700000,-1750.29500000,-580.00000000,10620.00000000,0.00000000,0.00000000,0.00000000,3,16.00000000,264.66666667,9000.00000000,0.41369556,1.00000000,85046.74500000,47820.00000000,61020.00000000,False,4,26
40,6,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-137.73000000,-4741.47100000,-7471.02500000,-4020.00000000,7380.00000000,0.00000000,0.00000000,0.00000000,2,15.00000000,259.85416667,9000.00000000,-0.01530333,1.00000000,66039.73500000,42420.00000000,53820.00000000,False,2,17
40,8,least_trades,5,2023-01-01,1.00000000,0.99996058,1.00000000,1440.31500000,-4011.68800000,-7289.57000000,-1620.00000000,9720.00000000,0.00000000,0.00000000,1.00000000,8,19.00000000,398.87500000,9000.00000000,0.16003500,1.00000000,104068.53500000,73760.00000000,86760.00000000,False,8,25
40,8,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,12160.00000000,3232.00000000,-800.00000000,9280.00000000,17280.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,416.12500000,9000.00000000,1.35111111,1.00000000,144331.84000001,75520.00000000,83520.00000000,False,0,0
40,8,protect_frozen,5,2023-01-01,0.99973849,0.99609917,1.00000000,-6471.75500000,-7430.74800000,-7544.35000000,-8740.00000000,2880.00000000,0.00000000,0.00000000,1.00000000,8,19.00000000,537.66666667,9000.00000000,-0.71908389,1.00000000,92046.06000000,58500.00000000,69300.00000000,False,8,14
40,8,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3512.67000000,-6515.79200000,-6560.00000000,-6560.00000000,4680.00000000,0.00000000,0.00000000,0.40000000,8,0.00000000,573.77083333,9000.00000000,-0.39029667,1.00000000,92034.28000000,64000.00000000,72000.00000000,False,0,0
40,8,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,7070.07000000,-355.09800000,-3265.44000000,1560.00000000,12960.00000000,0.00000000,0.00000000,0.00000000,2,17.00000000,251.41666667,9000.00000000,0.78556333,1.00000000,107781.20000000,65960.00000000,77760.00000000,False,1,19
